	Id	Location	Area	Region	Number_of_Rooms	House_Type	House_Price	isSold	Sold_Date	Distance_from_City_inMiles	Seller	PostalCode	Number_of_Bedrooms	Number_of_Bathrooms	Number_of_CarParkings	Area_of_Land_inMeters	Height_of_Building_inMeters	Year_Built	Lattitude	Longtitude
444	8553	Location 1	Area 1	Region 1	3	other	1165000	Sold	29-04-2017	2.5	Seller 3	1	3	2	0.0	92	114.0	1888.0	-37.797	144.9957
445	4769	Location 82	Area 3	Region 3	3	other	1305000	Sold	22-05-2016	3.8	Seller 9	68	2	2	2.0	303			-37.8369	144.9183
446	8280	Location 84	Area 4	Region 1	3	other	690000	Sold	29-04-2017	8.8	Seller 59	70	3	1	2.0	581	90.0	1960.0	-37.7536	145.0191
447	4384	Location 76	Area 16	Region 1	3	townhouse	1065000	Sold	28-05-2016	2.3	Seller 49	63	3	2	1.0	64		2008.0	-37.7994	144.9521
448	4711	Location 82	Area 3	Region 3	2	duplex	575000	NotSold	04-03-2017	3.8	Seller 19	68	2	2	1.0	0			-37.8415	144.9412
449	10132	Location 15	Area 9	Region 3	4	other	1350000	NotSold	27-05-2017	11.4	Seller 19	14	4	3	2.0	557		1950.0	-37.91389	145.02804
450	7753	Location 34	Area 13	Region 1	3	other	940500	Sold	13-05-2017	7.8	Seller 2	32	3	1	3.0	480			-37.7348	144.9509
451	4730	Location 82	Area 16	Region 3	4	other	1820000	Sold	07-11-2016	3.8	Seller 9	68	4	2	1.0	212	158.0	1900.0	-37.8331	144.9412
452	10133	Location 16	Area 9	Region 3	3	other	890000	Sold	27-05-2017	13.8	Seller 19	15	3	2	1.0	260			-37.92188	145.07266
453	1683	Location 27	Area 1	Region 1	3	other	2210000	Sold	14-05-2016	3.2	Seller 2	26	2	2	1.0	190			-37.7847	144.9741
454	11319	Location 253	Area 17	Region 5	4	other	962000	Sold	15-07-2017	17.5	Seller 69	168	4	2	4.0	724			-37.93197	145.12219
455	2663	Location 47	Area 11	Region 2	2	duplex	605000	NotSold	04-03-2017	6.4	Seller 33	42	2	1	3.0	2794	87.0	2000.0	-37.8044	144.9064
456	5243	Location 85	Area 4	Region 1	2	duplex	431000	Sold	28-05-2016	11.2	Seller 12	71	2	1	1.0	139		1975.0	-37.7175	145.0
457	2152	Location 37	Area 14	Region 4	4	duplex	753000	Sold	13-08-2016	13.9	Seller 12	34	3	1	1.0	241	105.0	1970.0	-37.7743	145.1093
458	4388	Location 77	Area 4	Region 1	3	other	1200000	Sold	03-09-2016	5.5	Seller 2	64	3	1	1.0	215	125.0	1920.0	-37.7759	144.9909
459	7430	Location 142	Area 1	Region 1	4	other	1908000	Sold	28-05-2016	3.7	Seller 2	26	4	2	1.0	256	156.0	1890.0	-37.7833	144.9681
460	489	Location 12	Area 3	Region 3	4	other	1819000	Sold	03-09-2016	6.6	Seller 44	11	3	2	1.0	244	180.0	1900.0	-37.8668	144.9928
461	11977	Location 38	Area 15	Region 4	4	other	3300000	Sold	29-07-2017	8.9	Seller 27	35	4	2	3.0	1783			-37.76457	145.06555
462	519	Location 13	Area 7	Region 3	3	other	1140000	Sold	04-06-2016	9.7	Seller 2	12	3	2	2.0	175		1976.0	-37.8162	145.0771
463	10536	Location 212	Area 27	Region 1	3	other	705000	Sold	27-05-2017	15.3	Seller 12	144	3	1	2.0	545		1975.0	-37.68035	145.00925
464	9676	Location 79	Area 8	Region 5	3	other	1218500	Sold	17-06-2017	15.5	Seller 19	65	3	1	2.0	673	101.0	1950.0	-37.91693	145.08739
465	2891	Location 49	Area 13	Region 1	3	other	670000	NotSold	10-12-2016	13.0	Seller 10	44	3	1	4.0	734	140.0	1960.0	-37.7007	144.9378
466	8522	Location 109	Area 11	Region 2	3	other	935000	Sold	06-05-2017	7.0	Seller 33	85	3	1	0.0	212			-37.8143	144.8883
467	10923	Location 19	Area 12	Region 3	4	other	4050000	NotSold	12-08-2017	10.5	Seller 21	18	4	4	4.0	508	465.0	2011.0	-37.90904	144.99868
468	6680	Location 109	Area 11	Region 2	2	other	760000	Sold	16-07-2016	7.0	Seller 33	85	3	1	1.0	472			-37.824	144.8805
469	10342	Location 178	Area 24	Region 2	4	other	737500	Sold	27-05-2017	18.0	Seller 10	121	4	2	2.0	704	230.0	2004.0	-37.68175	144.74087
470	11171	Location 84	Area 4	Region 1	4	other	1148000	Sold	12-08-2017	8.4	Seller 2	70	4	1	2.0	552	140.0	1940.0	-37.72879	144.98538
471	3699	Location 63	Area 7	Region 3	3	other	1880000	Sold	15-10-2016	7.5	Seller 3	54	3	1	2.0	836			-37.7951	145.053
472	1785	Location 28	Area 9	Region 3	2	duplex	585000	Sold	27-06-2016	11.4	Seller 100	27	2	1	1.0	108	67.0	1970.0	-37.8973	145.0596
473	5338	Location 86	Area 1	Region 1	2	duplex	680000	Sold	15-10-2016	2.6	Seller 3	72	2	1	1.0	0	52.0	2012.0	-37.823	144.9982
474	1861	Location 32	Area 8	Region 3	4	other	1507000	Sold	03-12-2016	13.6	Seller 3	30	4	2	2.0	600			-37.8891	145.1002
475	223	Location 7	Area 6	Region 3	3	duplex	995000	Sold	03-12-2016	6.3	Seller 9	7	3	2	2.0	0	100.0	1998.0	-37.8552	145.016
476	3083	Location 52	Area 12	Region 3	3	townhouse	1140000	Sold	26-07-2016	13.7	Seller 19	46	3	2	2.0	224		1999.0	-37.9336	144.997
477	10128	Location 111	Area 15	Region 4	3	other	780000	NotSold	27-05-2017	8.8	Seller 134	48	3	1	2.0	680			-37.75255	145.03972
478	791	Location 16	Area 9	Region 3	1	duplex	580000	Sold	03-12-2016	13.9	Seller 46	15	1	1	1.0	105			-37.9181	145.0586
479	2707	Location 47	Area 11	Region 2	1	duplex	210000	NotSold	18-03-2017	6.4	Seller 79	42	1	1	1.0	0			-37.7878	144.8904
480	2176	Location 37	Area 14	Region 4	3	duplex	800000	NotSold	22-08-2016	13.9	Seller 12	34	3	2	2.0	267		1991.0	-37.7882	145.1315
481	1453	Location 22	Area 13	Region 1	2	townhouse	598000	Sold	28-05-2016	5.9	Seller 2	21	2	1	1.0	69		2009.0	-37.766	144.9439
482	10895	Location 12	Area 3	Region 3	2	duplex	700000	NotSold	12-08-2017	6.4	Seller 9	11	2	0	0.0	0			-37.87149	144.99746
483	1753	Location 28	Area 9	Region 3	3	other	1420000	Sold	17-09-2016	11.4	Seller 19	27	3	2	2.0	554			-37.8934	145.0599
484	406	Location 9	Area 7	Region 3	3	other	1320000	NotSold	28-08-2016	11.0	Seller 9	9	3	1	2.0	1063			-37.8752	145.0754
485	2082	Location 36	Area 1	Region 1	2	other	1430000	Sold	04-03-2017	1.6	Seller 3	33	2	1	0.0	231			-37.7969	144.9905
486	823	Location 16	Area 9	Region 3	2	duplex	495000	NotSold	08-10-2016	13.9	Seller 46	15	2	1	1.0	96			-37.9102	145.0709
487	2984	Location 51	Area 13	Region 1	4	other	918000	Sold	11-02-2017	12.1	Seller 10	44	4	2	2.0	763			-37.7123	144.9426
488	2466	Location 41	Area 2	Region 2	3	other	1290000	Sold	28-08-2016	8.0	Seller 2	38	3	1	1.0	618	132.0	1960.0	-37.7442	144.9249
489	4069	Location 72	Area 2	Region 2	2	duplex	420000	NotSold	10-09-2016	6.9	Seller 2	60	2	1	1.0	0	82.0	1950.0	-37.7701	144.9079
490	11040	Location 48	Area 7	Region 3	5	other	2215000	Sold	12-08-2017	7.3	Seller 9	43	5	2	2.0	847			-37.85611	145.08776
491	10983	Location 254	Area 22	Region 4	3	other	766000	Sold	12-08-2017	23.0	Seller 3	105	3	2	2.0	507	128.0	1960.0	-37.76572	145.28915
492	2185	Location 37	Area 14	Region 4	3	other	990000	Sold	27-06-2016	13.9	Seller 12	34	2	1	1.0	746			-37.7933	145.1417
493	4860	Location 83	Area 6	Region 3	3	other	1050000	Sold	25-02-2017	4.5	Seller 9	69	3	2	1.0	8216	130.0	1995.0	-37.85	144.9876
494	8357	Location 89	Area 3	Region 3	2	townhouse	1100000	Sold	13-05-2017	2.1	Seller 9	73	2	1	1.0	327	75.0	2004.0	-37.8351	144.964
495	5653	Location 90	Area 6	Region 3	2	duplex	551000	Sold	15-10-2016	3.3	Seller 36	74	2	1	0.0	0			-37.8383	145.0011
496	12636	Location 6	Area 20	Region 2	3	other	770000	Sold	16-09-2017	9.4	Seller 4	6	3	1	2.0	549			-37.84476	144.8472
497	13492	Location 189	Area 20	Region 4	3	duplex	907800	Sold	26-08-2017	17.2	Seller 41	128	3	2	2.0	309	150.0	2005.0	-37.82653	145.20261
498	7518	Location 16	Area 9	Region 3	3	townhouse	767000	Sold	13-05-2017	13.9	Seller 44	15	3	1	2.0	162			-37.9229	145.0538
499	3803	Location 66	Area 6	Region 3	4	other	1617000	Sold	24-09-2016	7.4	Seller 91	55	2	1	0.0	337			-37.8575	145.0392
500	1921	Location 34	Area 13	Region 1	3	other	1202000	Sold	04-03-2017	7.8	Seller 2	32	3	2	2.0	423	140.0	1940.0	-37.7493	144.9559
501	12513	Location 232	Area 20	Region 4	4	other	1320000	NotSold	09-09-2017	16.7	Seller 12	157	4	2	5.0	1021			-37.90317	145.16607
502	6873	Location 117	Area 2	Region 2	3	townhouse	800000	NotSold	12-06-2016	9.8	Seller 12	38	3	3	2.0	242		2013.0	-37.7535	144.8868
503	5997	Location 95	Area 18	Region 2	2	townhouse	410000	NotSold	28-05-2016	12.6	Seller 12	77	2	2	2.0	204	85.0	2008.0	-37.7982	144.823
504	9429	Location 16	Area 9	Region 3	3	other	1617000	Sold	17-06-2017	13.8	Seller 21	15	3	1	2.0	650			-37.91905	145.05597
505	10420	Location 192	Area 8	Region 4	2	duplex	670000	Sold	27-05-2017	14.2	Seller 28	131	2	1	1.0	296			-37.87128	145.13051
506	11220	Location 208	Area 31	Region 2	4	other	560000	NotSold	12-08-2017	18.4	Seller 201	142	4	2	2.0	452	159.0	2009.0	-37.83851	144.6887
507	13297	Location 93	Area 20	Region 3	2	other	1000000	NotSold	23-09-2017	5.0	Seller 9	76	2	1		106	134.0	1900.0	-37.86191	144.98655
508	366	Location 8	Area 2	Region 2	2	duplex	545000	Sold	28-08-2016	5.9	Seller 2	8	2	1	2.0	194	71.0	1900.0	-37.7772	144.9118
509	1761	Location 28	Area 9	Region 3	2	duplex	380000	NotSold	19-11-2016	11.4	Seller 46	27	2	1	1.0	0			-37.8957	145.0599
510	6617	Location 108	Area 15	Region 1	3	other	731000	Sold	18-06-2016	15.0	Seller 19	84	3	2	2.0	566	156.0	1991.0	-37.7195	145.1034
511	10936	Location 23	Area 14	Region 4	3	other	1200000	Sold	12-08-2017	10.8	Seller 3	22	3	1	3.0	557			-37.76762	145.09773
512	11903	Location 17	Area 10	Region 4	4	other	1831000	Sold	29-07-2017	10.9	Seller 19	16	4	1	1.0	662			-37.81995	145.13089
513	1238	Location 20	Area 12	Region 3	2	other	994000	Sold	25-02-2017	10.7	Seller 21	19	2	2	2.0	539			-37.9013	145.0072
514	7712	Location 28	Area 9	Region 3	4	other	1667000	Sold	20-05-2017	11.4	Seller 43	27	4	2	2.0	615	193.0	1920.0	-37.8928	145.0531
515	1640	Location 26	Area 7	Region 3	2	duplex	830000	Sold	04-06-2016	9.0	Seller 96	25	2	1	1.0	110	83.0	1960.0	-37.8264	145.0824
516	5101	Location 85	Area 4	Region 1	2	other	555000	Sold	11-02-2017	11.2	Seller 2	71	2	1	2.0	229	92.0	1970.0	-37.71	145.0082
517	12226	Location 14	Area 20	Region 3	5	other	1950000	Sold	03-09-2017	9.7	Seller 22	13	5	3	2.0	743	0.0	1949.0	-37.80235	145.09311
518	9780	Location 8	Area 2	Region 2	3	other	1375000	Sold	24-06-2017	4.3	Seller 10	8	3	1	2.0	483			-37.7777	144.92512
519	11404	Location 60	Area 2	Region 2	3	other	920000	NotSold	15-07-2017	11.7	Seller 2	52	3	2	1.0	313	140.0	1960.0	-37.74214	144.86965
520	13022	Location 68	Area 20	Region 2	4	other	1500000	Sold	19-08-2017	4.3	Seller 59	8	4	2	2.0	650	174.0	2000.0	-37.77961	144.88587
521	7186	Location 126	Area 9	Region 3	2	other	810000	Sold	12-11-2016	11.8	Seller 19	14	2	1	1.0	210	90.0	1996.0	-37.9001	145.0428
522	3505	Location 60	Area 2	Region 2	3	other	715000	NotSold	30-07-2016	12.8	Seller 55	52	3	2	4.0	598	123.0	1970.0	-37.7487	144.8526
523	8400	Location 93	Area 3	Region 3	4	other	2260000	Sold	29-04-2017	6.1	Seller 28	76	4	2	1.0	297			-37.8729	144.9794
524	10789	Location 196	Area 17	Region 5	4	other	2185000	Sold	08-07-2017	21.5	Seller 43	130	4	2	3.0	220	213.0	2010.0	-38.00205	145.07853
525	8189	Location 131	Area 8	Region 3	3	duplex	655000	NotSold	13-05-2017	14.0	Seller 43	49	3	1	2.0	160	104.0	1970.0	-37.8946	145.0944
526	7513	Location 15	Area 9	Region 3	3	duplex	641500	Sold	22-04-2017	13.0	Seller 19	14	3	1	1.0	681		1960.0	-37.9145	145.0287
527	2280	Location 40	Area 3	Region 3	1	duplex	485000	Sold	08-10-2016	7.7	Seller 21	37	1	1	1.0	0	43.0	1970.0	-37.8831	144.9918
528	2712	Location 47	Area 11	Region 2	2	other	690500	NotSold	19-11-2016	6.4	Seller 14	42	2	1	1.0	212	98.0	1900.0	-37.7903	144.8879
529	6443	Location 103	Area 15	Region 1	3	other	582000	Sold	08-10-2016	14.9	Seller 174	81	3	1	0.0	302	90.0	1950.0	-37.7163	145.0768
530	12792	Location 191	Area 20	Region 5	4	other	1285000	Sold	16-09-2017	21.5	Seller 42	130	4	2	4.0	656			-38.00394	145.1025
531	9036	Location 223	Area 12	Region 3	5	other	2520000	Sold	03-06-2017	17.3	Seller 164	96	5	3	2.0	947			-37.97956	145.02303
532	8469	Location 100	Area 4	Region 1	1	duplex	300000	NotSold	22-04-2017	6.5	Seller 28	79	1	1	1.0	948		1970.0	-37.7577	145.0151
533	5242	Location 85	Area 4	Region 1	2	duplex	405000	Sold	28-05-2016	11.2	Seller 12	71	2	1	1.0	121		1965.0	-37.7146	145.001
534	13095	Location 6	Area 20	Region 2	4	other	970000	Sold	23-09-2017	9.4	Seller 31	6	4	1	5.0	561			-37.83224	144.853
535	8503	Location 127	Area 11	Region 2	3	other	975000	Sold	22-04-2017	8.2	Seller 33	56	3	1	0.0	318			-37.7955	144.8713
536	1103	Location 19	Area 12	Region 3	3	townhouse	1962000	Sold	14-05-2016	11.2	Seller 9	18	3	2	2.0	323		1995.0	-37.9208	144.9996
537	12863	Location 215	Area 20	Region 4	5	other	1150000	NotSold	16-09-2017	17.2	Seller 3	145	5	2	2.0	599	235.0		-37.84158	145.19762
538	2746	Location 48	Area 7	Region 3	4	other	1800000	NotSold	03-12-2016	9.2	Seller 9	43	4	2	2.0	868	217.0	1930.0	-37.8522	145.0893
539	7215	Location 126	Area 9	Region 3	2	duplex	479500	Sold	28-05-2016	11.8	Seller 43	14	2	1	1.0	0	92.0		-37.9021	145.0417
540	5061	Location 85	Area 4	Region 1	4	other	851000	Sold	07-11-2016	11.2	Seller 19	71	4	2	2.0	581	244.0	2006.0	-37.6926	144.9861
541	2118	Location 36	Area 1	Region 1	2	duplex	450000	Sold	28-05-2016	1.6	Seller 1	33	2	1	1.0	0		1970.0	-37.7988	144.9912
542	7545	Location 18	Area 11	Region 2	2	other	610000	Sold	06-05-2017	10.8	Seller 12	17	2	1	2.0	555	74.0	1950.0	-37.7854	144.8463
543	1460	Location 23	Area 14	Region 4	3	duplex	851000	Sold	03-09-2016	11.8	Seller 3	22	3	1	2.0	385	140.0	2000.0	-37.7599	145.0849
544	2804	Location 48	Area 6	Region 3	3	townhouse	1220000	Sold	15-10-2016	9.2	Seller 3	43	3	2	2.0	278		1999.0	-37.8574	145.0496
545	9540	Location 45	Area 1	Region 1	3	other	1600000	NotSold	17-06-2017	3.6	Seller 2	31	3	2	0.0	251	180.0		-37.77626	144.98035
546	11376	Location 174	Area 15	Region 1	2	duplex	610000	Sold	15-07-2017	16.1	Seller 110	99	2	1	1.0	168		1985.0	-37.70801	145.10689
547	12432	Location 5	Area 20	Region 2	2	duplex	458000	NotSold	09-09-2017	11.0	Seller 19	5	2	1	1.0	63	75.0	1975.0	-37.86933	144.81704
548	1854	Location 31	Area 9	Region 3	2	other	1001000	Sold	26-07-2016	9.3	Seller 1	28	2	2	1.0	255	85.0	1890.0	-37.8887	145.0207
549	8117	Location 125	Area 9	Region 3	3	other	1255000	Sold	22-04-2017	12.1	Seller 19	27	3	1	2.0	557	108.0	1950.0	-37.9059	145.0733
550	634	Location 14	Area 7	Region 3	3	other	980000	NotSold	14-05-2016	9.2	Seller 45	13	3	1	1.0	542			-37.7832	145.0779
551	176	Location 5	Area 5	Region 2	4	other	1030000	Sold	25-02-2017	13.8	Seller 30	5	4	1	0.0	797			-37.8663	144.8387
552	4265	Location 74	Area 5	Region 2	4	townhouse	827500	Sold	24-09-2016	8.4	Seller 4	62	4	3	2.0	221			-37.8424	144.8653
553	8653	Location 73	Area 17	Region 3	2	other	1035000	Sold	08-04-2017	14.6	Seller 28	61	2	1	1.0	593			-37.9396	145.0519
554	2799	Location 48	Area 6	Region 3	2	duplex	480000	NotSold	14-05-2016	9.2	Seller 3	43	2	1	1.0	0			-37.8559	145.049
555	10544	Location 214	Area 19	Region 2	3	townhouse	555000	Sold	27-05-2017	12.9	Seller 12	45	3	2	2.0	286			-37.69728	144.87455
556	2946	Location 49	Area 13	Region 1	3	townhouse	600000	NotSold	27-11-2016	13.0	Seller 2	44	3	1	2.0	258	143.0	2001.0	-37.7047	144.9087
557	10005	Location 196	Area 17	Region 5	3	other	1400000	NotSold	24-06-2017	21.5	Seller 21	130	3	2	2.0	259		2007.0	-37.9905	145.06999
558	5175	Location 85	Area 4	Region 1	4	other	730000	NotSold	19-11-2016	11.2	Seller 12	71	4	1	2.0	770	152.0	1970.0	-37.6981	144.9989
559	7808	Location 41	Area 2	Region 2	5	other	1652000	Sold	20-05-2017	8.0	Seller 10	38	5	2	1.0	697	196.0	1920.0	-37.7459	144.9159
560	5235	Location 85	Area 4	Region 1	3	other	1025000	Sold	27-11-2016	11.2	Seller 59	71	3	1	4.0	670	134.0	1935.0	-37.7242	145.0154
561	3037	Location 52	Area 12	Region 3	4	other	2000000	NotSold	10-09-2016	13.7	Seller 19	46	4	3	4.0	615	248.0	1925.0	-37.9429	145.0072
562	3161	Location 54	Area 7	Region 3	1	duplex	480000	NotSold	13-08-2016	4.6	Seller 3	47	1	1	1.0	0	50.0	1940.0	-37.8128	145.0171
563	9551	Location 173	Area 19	Region 2	5	other	675000	NotSold	17-06-2017	12.9	Seller 81	45	5	2	2.0	565			-37.68302	144.89327
564	4954	Location 84	Area 4	Region 1	3	other	930000	Sold	17-09-2016	8.8	Seller 2	70	3	1	2.0	468			-37.7468	144.9846
565	4752	Location 82	Area 3	Region 3	2	other	900000	NotSold	14-05-2016	3.8	Seller 24	68	2	1	0.0	124	70.0	1900.0	-37.8356	144.9439
566	12394	Location 242	Area 20	Region 4	3	other	1120000	Sold	03-09-2017	19.9	Seller 188	163	3	1	2.0	669	106.0	1960.0	-37.82136	145.22497
567	7028	Location 119	Area 7	Region 3	3	other	975000	NotSold	30-07-2016	7.5	Seller 45	91	3	1	1.0	211	120.0	1990.0	-37.8204	145.0489
568	1919	Location 34	Area 13	Region 1	3	other	675000	NotSold	04-02-2016	7.8	Seller 48	32	3	1	2.0	142	123.0	2005.0	-37.7382	144.973
569	5933	Location 95	Area 18	Region 2	4	other	1350500	Sold	04-03-2017	12.6	Seller 78	77	4	1	0.0	726	181.0	1940.0	-37.7864	144.8353
570	10046	Location 89	Area 3	Region 3	3	other	1700000	Sold	24-06-2017	1.9	Seller 229	73	3	1	1.0	118			-37.83347	144.95692
571	11828	Location 209	Area 24	Region 2	3	other	530000	NotSold	22-07-2017	18.0	Seller 81	121	3	2	1.0	343	119.0	2011.0	-37.7117	144.75204
572	2831	Location 48	Area 7	Region 3	2	duplex	690000	Sold	24-09-2016	9.2	Seller 91	43	2	1	2.0	166			-37.863	145.0631
573	4558	Location 79	Area 17	Region 5	3	other	921000	Sold	18-03-2017	14.7	Seller 19	65	3	1	2.0	535	129.0	1970.0	-37.9377	145.0856
574	9862	Location 162	Area 17	Region 5	5	other	955000	Sold	24-06-2017	22.2	Seller 43	108	5	3	2.0	619	153.0	1975.0	-37.97545	145.12054
575	3373	Location 58	Area 15	Region 4	2	duplex	705000	Sold	10-12-2016	7.9	Seller 27	50	2	1	1.0	94			-37.7679	145.0452
576	10841	Location 208	Area 31	Region 2	4	other	496000	Sold	08-07-2017	18.4	Seller 4	142	4	2	2.0	448		2008.0	-37.84688	144.68182
577	4139	Location 72	Area 2	Region 2	2	other	831000	Sold	28-05-2016	6.9	Seller 12	60	2	1	1.0	0			-37.7685	144.9186
578	11995	Location 167	Area 27	Region 1	3	other	500000	Sold	29-07-2017	19.6	Seller 110	113	3	2	2.0	321	130.0	2011.0	-37.63169	145.03135
579	2646	Location 46	Area 2	Region 1	3	other	850000	NotSold	24-09-2016	4.4	Seller 3	41	4	2	0.0	162		1905.0	-37.7866	144.9343
580	7086	Location 122	Area 19	Region 1	2	other	472500	Sold	28-05-2016	14.5	Seller 81	92	2	1	2.0	729	88.0	1960.0	-37.6909	144.9136
581	11253	Location 249	Area 8	Region 5	5	other	1100000	Sold	12-08-2017	16.7	Seller 12	157	5	2	2.0	672	237.0	1970.0	-37.91299	145.1767
582	6126	Location 98	Area 7	Region 3	2	duplex	770000	Sold	07-11-2016	11.2	Seller 45	59	2	1	1.0	156		1960.0	-37.8275	145.0919
583	8713	Location 104	Area 16	Region 1	2	townhouse	1013000	Sold	20-05-2017	1.9	Seller 49	82	2	2	1.0	0	130.0	2010.0	-37.8094	144.9452
584	5438	Location 86	Area 1	Region 1	4	other	1212500	Sold	30-07-2016	2.6	Seller 7	72	4	3	2.0	108	108.0	2010.0	-37.8129	145.0013
585	5316	Location 86	Area 1	Region 1	2	duplex	450000	NotSold	11-02-2017	2.6	Seller 1	72	2	1	1.0	0	66.0	2000.0	-37.8173	144.9965
586	7439	Location 3	Area 3	Region 3	2	other	2810000	Sold	08-04-2017	3.3	Seller 4	3	2	1	1.0	263			-37.8441	144.9522
587	8383	Location 90	Area 6	Region 3	2	duplex	595000	Sold	29-04-2017	3.3	Seller 7	74	2	1	2.0	0			-37.8447	145.0037
588	11571	Location 6	Area 5	Region 2	2	other	510000	Sold	22-07-2017	9.4	Seller 31	6	2	1	1.0	170	100.0	2001.0	-37.83658	144.86199
589	10992	Location 162	Area 17	Region 5	4	other	915000	Sold	12-08-2017	22.2	Seller 21	108	4	2	2.0	649			-37.97158	145.12634
590	12745	Location 52	Area 20	Region 3	3	other	1450000	Sold	16-09-2017	13.8	Seller 75	46	3	1	1.0	464	147.0	1948.0	-37.93753	145.0102
591	5905	Location 94	Area 2	Region 2	4	townhouse	995000	NotSold	18-03-2017	9.7	Seller 2	39	4	3	1.0	260			-37.7319	144.9195
592	11001	Location 265	Area 26	Region 4	3	other	900000	Sold	12-08-2017	18.0	Seller 45	112	3	2	2.0	812	129.0	1980.0	-37.70577	145.1316
593	13027	Location 187	Area 20	Region 1	3	other	547000	Sold	19-08-2017	25.9	Seller 43	111	3	2	2.0	410	135.0	2012.0	-37.59665	145.08877
594	2128	Location 37	Area 14	Region 4	5	other	1535000	NotSold	04-03-2017	13.9	Seller 43	34	5	3	2.0	681			-37.7722	145.1309
595	1191	Location 20	Area 12	Region 3	3	other	1580000	Sold	10-09-2016	10.7	Seller 9	19	4	2	2.0	597			-37.9085	145.0201
596	4266	Location 74	Area 5	Region 2	2	other	793000	Sold	24-09-2016	8.4	Seller 34	62	2	1	1.0	144	140.0	1995.0	-37.845	144.8873
597	12604	Location 202	Area 20	Region 5	3	other	770000	Sold	09-09-2017	35.4	Seller 19	138	3	1	1.0	591	130.0	1963.0	-38.09864	145.13129
598	1425	Location 22	Area 13	Region 1	2	other	1005000	Sold	17-09-2016	5.9	Seller 2	21	2	1	1.0	284		1926.0	-37.7646	144.9476
599	8719	Location 2	Area 2	Region 2	3	other	640000	Sold	01-07-2017	10.4	Seller 2	2	3	1	2.0	219	101.37	1960.0	-37.71655	144.88155
600	5875	Location 93	Area 3	Region 3	2	duplex	430000	NotSold	28-05-2016	6.1	Seller 24	76	2	1	1.0	0	63.0	2008.0	-37.859	144.9767
601	10080	Location 246	Area 10	Region 4	4	other	1400000	NotSold	24-06-2017	17.2	Seller 3	145	4	3	2.0	882			-37.85484	145.1989
602	486	Location 11	Area 2	Region 2	3	other	642000	NotSold	28-08-2016	10.5	Seller 55	10	3	1	1.0	590		1960.0	-37.7567	144.8572
603	554	Location 13	Area 7	Region 3	3	other	1910000	Sold	17-09-2016	9.7	Seller 3	12	3	1	2.0	697			-37.8044	145.0853
604	11412	Location 123	Area 4	Region 1	3	other	740000	Sold	15-07-2017	12.1	Seller 43	93	3	1	2.0	633			-37.71402	145.0314
605	10321	Location 54	Area 7	Region 3	3	other	1702000	NotSold	27-05-2017	5.3	Seller 9	47	3	1	2.0	290	110.0	1900.0	-37.81767	145.04041
606	1418	Location 22	Area 13	Region 1	2	duplex	380000	NotSold	15-10-2016	5.9	Seller 3	21	2	1	1.0	0	62.0	1970.0	-37.7676	144.9394
607	3850	Location 67	Area 6	Region 3	4	other	2123000	Sold	12-11-2016	11.2	Seller 3	57	4	3	2.0	412	254.0	1930.0	-37.8707	145.0482
608	2457	Location 41	Area 2	Region 2	3	other	850000	NotSold	27-11-2016	8.0	Seller 42	38	3	2	1.0	580			-37.753	144.891
609	8842	Location 179	Area 8	Region 3	3	other	750000	Sold	01-07-2017	12.3	Seller 43	49	3	2	2.0	321	87.0	2005.0	-37.90415	145.10504
610	3032	Location 52	Area 12	Region 3	2	townhouse	890000	Sold	07-05-2016	13.7	Seller 42	46	1	2	2.0	181			-37.9433	145.019
611	12466	Location 253	Area 20	Region 5	3	other	850000	Sold	09-09-2017	17.5	Seller 69	168	3	1	2.0	613			-37.93086	145.11073
612	11832	Location 210	Area 18	Region 2	4	other	800000	NotSold	22-07-2017	15.5	Seller 241	122	4	3	6.0	876			-37.6899	144.78346
613	13145	Location 155	Area 20	Region 3	3	other	1160000	Sold	23-09-2017	17.9	Seller 68	102	3	2	2.0	534	134.0	1980.0	-37.9583	145.06041
614	11419	Location 65	Area 11	Region 2	3	townhouse	702000	Sold	15-07-2017	6.4	Seller 33	56	3	2	2.0	189	131.0	2000.0	-37.78606	144.87205
615	12245	Location 21	Area 20	Region 1	3	other	1200000	Sold	03-09-2017	5.2	Seller 2	20	3	2	1.0	249			-37.77394	144.96317
616	9399	Location 250	Area 5	Region 2	3	other	820000	NotSold	17-06-2017	15.5	Seller 19	164	3	2	2.0	530			-37.88893	144.7866
617	10459	Location 81	Area 13	Region 1	3	other	802000	Sold	27-05-2017	8.5	Seller 2	67	3	2	1.0	450			-37.71872	144.94871
618	3733	Location 65	Area 11	Region 2	3	duplex	520000	NotSold	10-12-2016	9.2	Seller 35	56	3	2	2.0	184	184.0		-37.7868	144.8772
619	11256	Location 298	Area 14	Region 6	3	other	900000	NotSold	12-08-2017	25.2	Seller 132	188	3	2	2.0	0	177.0		-37.75912	145.28886
620	7177	Location 126	Area 9	Region 3	2	other	1250000	Sold	08-10-2016	11.8	Seller 43	14	2	1	1.0	516			-37.906	145.0497
621	768	Location 15	Area 9	Region 3	5	other	1900000	Sold	25-02-2017	13.0	Seller 46	14	5	2	2.0	567	250.0	1926.0	-37.9144	145.0401
622	725	Location 15	Area 9	Region 3	3	townhouse	1100000	NotSold	10-12-2016	13.0	Seller 21	14	3	2	2.0	333			-37.9292	145.0341
